Project ID,Region,Length (km),Delivery Model,CapEx ($M),Duration (months),Schedule Slip (%),Safety Incidents,Carbon Intensity (tCO2e/km)
RAIL1198,USA,51.9,PPP,3150.1,22,2.5,24,742
RAIL1199,Australia,72.3,Alliance,582.8,23,-5.1,5,731
RAIL1200,USA,53.3,EPC,4756.4,26,-5.9,57,716
RAIL1201,Europe,47.2,Alliance,453.1,84,10.5,2,891
RAIL1202,Europe,45.8,DBFOM,1601.2,12,-1.7,17,588
RAIL1203,Europe,24.8,DBFOM,789.1,53,5.4,8,839
RAIL1204,Africa,52.2,EPC,2306.8,7,-11.0,20,608
RAIL1205,Africa,55.3,PPP,3433.5,21,3.5,26,895
RAIL1206,Canada,61.5,PPP,348.1,71,0.9,5,962
RAIL1207,USA,66.6,PPP,211.9,96,-3.7,3,807
RAIL1208,South America,45.5,Design-Bid-Build,679.4,17,-0.3,10,704
RAIL1209,Europe,53.8,DBFOM,3330.9,25,-12.5,32,936
RAIL1210,USA,63.2,DBFOM,262.9,12,0.8,0,1022
RAIL1211,Asia,61.1,Design-Bid-Build,4855.2,16,-2.5,41,828
RAIL1212,South America,48.5,Alliance,522.6,49,-2.3,9,767
RAIL1213,Australia,24.7,EPC,569.5,6,4.0,6,926
RAIL1214,USA,32.4,Alliance,856.3,63,1.7,10,812
RAIL1215,South America,24.1,PPP,190.8,60,-1.9,2,822
RAIL1216,Australia,77.4,EPC,5220.9,82,5.1,52,814
RAIL1217,Asia,47.5,Design-Bid-Build,1328.1,35,-3.3,10,903
RAIL1218,Australia,47.1,DBFOM,731.9,24,7.4,10,1036
RAIL1219,Asia,50.5,Design-Bid-Build,1165.8,38,7.1,13,778
RAIL1220,Asia,67.9,EPC,297.3,15,-1.8,3,1001
RAIL1221,Europe,39.6,Alliance,482.9,48,2.4,2,890
RAIL1222,USA,37.6,PPP,6.4,51,-10.3,0,747
RAIL1223,Canada,56.8,EPC,763.9,15,-2.1,5,831
RAIL1224,South America,99.7,DBFOM,33.6,60,-13.7,0,958
RAIL1225,Australia,58.4,Alliance,412.7,38,2.2,0,656
RAIL1226,USA,20.0,DBFOM,1379.9,31,3.8,18,709
RAIL1227,Australia,71.0,PPP,1754.5,13,11.9,14,895
RAIL1228,Australia,62.2,EPC,52.5,17,-1.4,1,551
RAIL1229,Africa,23.9,DBFOM,3455.8,32,2.4,26,679
RAIL1230,USA,50.7,DBFOM,351.4,26,-3.9,4,286
RAIL1231,Australia,41.5,EPC,60.9,43,6.9,1,792
RAIL1232,USA,41.4,Design-Bid-Build,116.4,33,-2.1,1,887
RAIL1233,Africa,51.4,DBFOM,1559.8,15,-2.2,19,869
RAIL1234,Europe,65.6,PPP,242.3,72,11.2,2,715
RAIL1235,USA,14.4,PPP,100.8,37,-1.5,0,774
RAIL1236,USA,28.7,Design-Bid-Build,220.4,84,2.9,2,608
RAIL1237,South America,43.2,Alliance,1968.7,35,-2.3,21,857
RAIL1238,South America,34.7,EPC,1176.9,9,1.4,15,793
RAIL1239,Europe,48.6,Alliance,356.1,51,-4.3,4,529
RAIL1240,South America,87.9,Design-Bid-Build,121.9,59,-7.1,1,798
RAIL1241,Canada,56.0,PPP,421.7,45,3.8,2,754
RAIL1242,Africa,64.4,Alliance,710.7,44,9.6,5,1134
RAIL1243,South America,45.8,EPC,1717.9,16,10.0,23,917
RAIL1244,South America,32.5,EPC,375.7,31,3.6,2,693
RAIL1245,Asia,29.4,Design-Bid-Build,396.1,10,-5.4,8,921
RAIL1246,Africa,46.9,EPC,212.7,38,-6.8,1,787
RAIL1247,Europe,49.2,PPP,1508.7,51,-13.8,13,767
RAIL1248,Australia,56.6,Alliance,3072.2,7,6.8,37,726
RAIL1249,Asia,67.6,Design-Bid-Build,56.1,24,-15.5,1,698
RAIL1250,Africa,58.9,PPP,153.5,99,3.2,1,778
RAIL1251,Australia,86.9,DBFOM,68.8,36,-1.6,0,838
RAIL1252,Canada,48.6,Design-Bid-Build,137.9,93,-11.5,0,760
RAIL1253,South America,73.0,Design-Bid-Build,5.5,52,5.5,2,633
RAIL1254,USA,96.5,Alliance,2268.7,77,3.7,28,777
RAIL1255,Africa,37.0,Alliance,1746.1,73,-3.4,16,813
RAIL1256,South America,54.7,DBFOM,585.0,13,2.5,8,953
RAIL1257,USA,98.4,DBFOM,1695.5,97,-3.1,15,848
RAIL1258,Asia,61.2,Alliance,499.2,26,-2.1,4,1097
RAIL1259,Canada,40.3,Alliance,69.8,122,-8.4,1,747
RAIL1260,Africa,50.2,Design-Bid-Build,980.3,62,-0.9,7,875
RAIL1261,Canada,35.0,Alliance,1362.8,12,-2.9,16,806
RAIL1262,Asia,52.9,EPC,309.2,59,-8.6,6,736
RAIL1263,Canada,53.2,Design-Bid-Build,182.6,124,10.7,2,756
RAIL1264,USA,43.1,Design-Bid-Build,476.8,15,-0.5,4,887
RAIL1265,Canada,41.8,Design-Bid-Build,2220.9,36,2.9,16,735
RAIL1266,Canada,85.5,PPP,1592.8,29,1.9,15,646
RAIL1267,South America,66.3,DBFOM,4128.1,12,-0.9,41,923
RAIL1268,Australia,10.4,PPP,836.6,0,0.7,7,827
RAIL1269,Europe,85.1,PPP,185.2,23,-4.8,2,659
RAIL1270,Africa,56.7,PPP,543.8,58,6.3,6,851
RAIL1271,Asia,55.2,EPC,590.3,20,6.2,4,982
RAIL1272,Africa,85.8,DBFOM,313.5,40,4.3,3,648
RAIL1273,USA,18.3,Alliance,1572.0,50,-1.6,17,753
RAIL1274,Australia,93.2,EPC,363.8,51,-7.1,1,889
RAIL1275,Australia,98.3,DBFOM,34.9,55,-1.1,0,936
RAIL1276,Canada,40.1,PPP,6883.4,24,-4.7,74,656
RAIL1277,Europe,29.4,Design-Bid-Build,4897.5,20,6.8,55,958
RAIL1278,Canada,19.3,PPP,523.1,24,-0.4,3,807
RAIL1279,South America,60.2,Design-Bid-Build,7.0,20,-0.6,1,666
RAIL1280,Europe,64.9,DBFOM,2885.6,7,-3.6,21,573
RAIL1281,Australia,47.5,EPC,1395.3,32,0.3,8,784
RAIL1282,Europe,41.0,Design-Bid-Build,910.7,12,-4.1,8,761
RAIL1283,Australia,59.1,Alliance,3723.6,3,-8.9,48,935
RAIL1284,USA,42.2,Alliance,255.9,64,-2.1,3,862
RAIL1285,USA,34.7,DBFOM,2837.5,26,0.1,36,831
RAIL1286,Canada,32.4,DBFOM,2121.7,47,-8.1,25,879
RAIL1287,Europe,33.8,PPP,447.2,32,1.6,3,504
RAIL1288,USA,25.9,EPC,373.9,9,-0.3,3,725
RAIL1289,USA,63.9,PPP,45.7,30,-4.0,1,839
RAIL1290,South America,75.5,EPC,836.5,1,5.7,12,799
RAIL1291,South America,47.5,EPC,4112.0,28,-3.6,41,709
RAIL1292,Asia,39.0,EPC,5495.6,20,-4.6,53,908
RAIL1293,Europe,75.1,EPC,329.8,12,-0.1,5,753
RAIL1294,Australia,66.8,PPP,435.0,15,10.1,4,769
RAIL1295,Asia,62.5,DBFOM,3471.9,8,-9.6,37,1081
RAIL1296,Europe,59.9,Alliance,2416.3,49,-0.3,22,1090
RAIL1297,Canada,34.3,EPC,900.9,49,7.2,9,577
RAIL1298,USA,57.6,EPC,209.3,111,-1.9,1,1028
RAIL1299,South America,64.7,Alliance,1536.6,48,-1.7,12,524
RAIL1300,Canada,5.0,DBFOM,1365.3,32,-7.9,13,561
RAIL1301,USA,18.7,Alliance,327.5,48,1.2,1,586
RAIL1302,Africa,65.3,EPC,195.8,76,-1.6,3,643
RAIL1303,USA,57.2,PPP,1914.6,16,-8.0,17,660
RAIL1304,South America,42.0,Alliance,2190.0,48,-3.6,20,790
RAIL1305,Asia,44.6,Design-Bid-Build,1935.8,12,5.1,21,757
RAIL1306,Asia,49.3,DBFOM,98.7,10,4.5,1,591
RAIL1307,South America,70.5,DBFOM,127.8,81,4.0,3,955
RAIL1308,Africa,70.6,PPP,1220.1,71,-6.4,11,746
RAIL1309,USA,29.2,EPC,2524.3,22,5.4,24,817
RAIL1310,USA,61.2,EPC,749.8,36,-11.9,3,622
RAIL1311,South America,34.2,Alliance,1456.4,35,-1.3,9,769
RAIL1312,South America,55.6,Alliance,2755.0,31,-7.2,41,761
RAIL1313,USA,52.4,Alliance,4261.0,7,0.3,41,1112
RAIL1314,South America,50.7,Design-Bid-Build,167.8,59,-8.0,3,978
RAIL1315,South America,28.5,PPP,1749.2,60,-5.1,17,834
RAIL1316,Canada,79.5,PPP,748.3,47,-7.5,6,944
RAIL1317,Australia,25.6,EPC,251.4,14,-10.7,1,905
RAIL1318,Europe,63.7,DBFOM,2303.1,26,4.0,19,623
RAIL1319,Europe,48.6,PPP,2455.3,11,6.4,39,1038
RAIL1320,Africa,24.1,PPP,80.5,58,-4.6,2,1128
RAIL1321,Africa,40.2,Design-Bid-Build,535.3,2,-3.3,7,956
RAIL1322,South America,46.5,Alliance,6731.5,82,-3.0,69,737
RAIL1323,Africa,40.8,EPC,3982.8,47,1.1,51,785
RAIL1324,Australia,48.9,DBFOM,1.8,23,9.2,0,741
RAIL1325,Africa,53.4,PPP,5605.5,12,-4.6,61,812
RAIL1326,USA,70.7,DBFOM,250.8,3,-7.1,3,1012
RAIL1327,Europe,77.7,PPP,216.1,59,-8.9,0,740
RAIL1328,South America,63.3,EPC,0.1,31,4.8,0,513
RAIL1329,Asia,5.0,PPP,140.4,37,0.5,1,948
RAIL1330,Africa,82.8,Design-Bid-Build,49.0,33,3.9,0,903
RAIL1331,South America,69.9,DBFOM,117.8,49,6.5,1,740
RAIL1332,Asia,38.7,EPC,2319.7,50,3.9,13,700
RAIL1333,Africa,5.9,PPP,1583.1,19,-9.0,9,1065
RAIL1334,USA,35.0,Design-Bid-Build,637.2,40,6.7,4,917
RAIL1335,Australia,5.0,Design-Bid-Build,380.7,9,8.6,5,938
RAIL1336,South America,59.1,Design-Bid-Build,667.9,34,3.4,7,707
RAIL1337,Canada,34.9,Alliance,1584.5,1,3.8,15,930
RAIL1338,Africa,11.0,Alliance,268.2,63,3.7,2,856
RAIL1339,USA,40.0,Alliance,2129.0,5,-7.0,17,856
RAIL1340,Africa,73.5,DBFOM,399.9,86,-2.7,3,909
RAIL1341,Africa,50.6,Design-Bid-Build,647.8,47,-0.6,9,987
RAIL1342,South America,95.3,EPC,309.8,28,-8.5,3,758
RAIL1343,Australia,63.1,PPP,6973.8,62,3.4,60,1050
RAIL1344,Africa,64.6,PPP,227.4,51,-2.0,3,669
RAIL1345,South America,56.4,PPP,243.6,108,-2.8,5,653
RAIL1346,Australia,59.3,Design-Bid-Build,2082.1,63,-4.0,34,943
RAIL1347,Canada,47.6,Alliance,88.2,56,0.4,2,702
RAIL1348,Africa,48.8,DBFOM,736.8,52,6.0,10,1079
RAIL1349,Australia,47.2,DBFOM,3032.0,42,3.7,29,540
RAIL1350,Africa,48.5,Alliance,74.1,25,2.2,2,960
RAIL1351,Europe,43.1,DBFOM,5272.2,49,2.6,43,922
RAIL1352,South America,78.3,Alliance,1826.3,3,-1.1,27,710
RAIL1353,Africa,5.0,Design-Bid-Build,1146.7,73,-8.8,8,839
RAIL1354,Canada,42.3,PPP,2113.6,5,-6.1,10,893
RAIL1355,Europe,5.0,Design-Bid-Build,9577.7,20,-4.1,87,873
RAIL1356,Africa,69.6,Design-Bid-Build,11405.2,54,3.1,130,931
RAIL1357,Canada,81.7,Design-Bid-Build,1703.8,65,-2.2,16,875
RAIL1358,Europe,55.7,Alliance,1638.8,9,2.7,18,764
RAIL1359,Australia,76.9,Design-Bid-Build,830.2,64,6.5,8,715
RAIL1360,Africa,61.7,DBFOM,1603.9,7,-5.0,16,887
RAIL1361,Africa,5.0,Design-Bid-Build,507.8,14,-4.0,8,908
RAIL1362,Asia,37.9,Alliance,979.0,93,-0.9,14,477
RAIL1363,Canada,42.5,Alliance,361.4,35,-5.2,3,596
RAIL1364,Europe,48.4,EPC,14.3,26,7.6,0,1009
RAIL1365,USA,30.3,Design-Bid-Build,1351.9,36,4.7,11,642
RAIL1366,South America,56.3,EPC,572.2,60,4.4,7,301
RAIL1367,Canada,11.7,Design-Bid-Build,93.3,19,-2.9,1,857
RAIL1368,Australia,30.7,Design-Bid-Build,2296.5,74,-5.9,14,522
RAIL1369,USA,31.0,Design-Bid-Build,304.8,57,4.3,5,756
RAIL1370,South America,9.8,Design-Bid-Build,131.1,37,6.5,1,809
RAIL1371,Australia,45.0,Alliance,887.0,79,1.9,5,885
RAIL1372,USA,55.7,DBFOM,1083.0,54,5.8,5,830
RAIL1373,Europe,47.7,Alliance,192.0,13,0.4,1,860
RAIL1374,Australia,55.9,EPC,1115.1,15,6.0,8,575
RAIL1375,Canada,56.3,PPP,785.4,35,2.2,9,773
RAIL1376,Canada,51.9,Design-Bid-Build,2064.2,12,4.4,31,837
RAIL1377,Australia,67.5,Alliance,247.6,20,-2.3,2,1043
RAIL1378,Australia,43.2,DBFOM,59.4,13,2.0,0,935
RAIL1379,Australia,67.7,Design-Bid-Build,747.4,12,-1.2,7,834
RAIL1380,Australia,36.7,DBFOM,577.7,73,3.7,7,817
RAIL1381,USA,36.8,Design-Bid-Build,954.6,74,3.5,9,649
RAIL1382,Asia,35.8,EPC,2.6,15,-4.6,0,802
RAIL1383,Australia,12.2,EPC,648.1,23,0.7,6,701
RAIL1384,Canada,5.0,EPC,96.4,83,1.3,2,646
RAIL1385,Australia,38.3,PPP,1793.9,24,-1.8,19,811
RAIL1386,USA,40.0,EPC,462.4,70,1.7,3,655
RAIL1387,USA,39.3,Design-Bid-Build,65.1,41,4.9,1,920
RAIL1388,Asia,46.8,EPC,186.0,50,-1.5,4,694
RAIL1389,USA,12.0,PPP,156.5,47,-0.6,2,939
RAIL1390,Europe,61.0,DBFOM,3905.7,7,-6.5,35,739
RAIL1391,South America,39.2,EPC,214.0,13,1.7,1,354
RAIL1392,Canada,39.5,PPP,3443.9,49,-7.0,34,663
RAIL1393,South America,37.7,PPP,2610.4,48,0.4,25,900
RAIL1394,Canada,64.8,Design-Bid-Build,989.5,10,-1.7,10,867
RAIL1395,Europe,74.6,PPP,1388.2,45,-1.2,16,997
RAIL1396,Africa,61.8,Alliance,735.5,38,-3.3,8,916
RAIL1397,Australia,38.4,Design-Bid-Build,40.3,38,9.1,0,581
RAIL1398,South America,58.9,DBFOM,700.4,31,2.6,14,851
RAIL1399,Australia,90.0,DBFOM,3572.4,12,5.7,26,715
RAIL1400,Europe,45.2,Design-Bid-Build,796.2,108,-4.0,7,373
RAIL1401,USA,58.7,PPP,363.4,58,-1.8,3,935
RAIL1402,South America,83.9,Alliance,77.2,51,-1.6,1,653
RAIL1403,Europe,26.7,Design-Bid-Build,681.7,75,2.1,7,905
RAIL1404,Canada,25.7,Design-Bid-Build,159.2,24,-0.5,3,988
RAIL1405,Europe,18.4,Design-Bid-Build,19.0,59,2.1,0,546
RAIL1406,South America,82.3,DBFOM,34.7,76,3.0,1,653
RAIL1407,Asia,70.9,EPC,0.1,11,0.4,0,750
RAIL1408,Europe,59.6,PPP,1124.9,35,-2.3,8,774
RAIL1409,Europe,42.1,EPC,3510.7,37,3.0,26,745
RAIL1410,Africa,71.6,Design-Bid-Build,809.4,78,-8.0,5,814
RAIL1411,Canada,73.3,Alliance,824.4,57,0.1,10,738
RAIL1412,Africa,81.4,PPP,139.8,24,0.3,1,880
RAIL1413,Canada,43.1,Design-Bid-Build,2195.6,70,5.3,24,793
RAIL1414,South America,67.5,EPC,372.8,50,-0.9,5,692
RAIL1415,Asia,39.2,EPC,43.4,24,6.5,0,805
RAIL1416,USA,16.3,Alliance,945.4,14,-8.4,12,855
RAIL1417,South America,84.1,DBFOM,971.2,61,0.1,10,719
RAIL1418,Africa,45.9,PPP,16.5,40,1.6,1,894
RAIL1419,Canada,78.1,Alliance,2649.1,86,2.9,21,545
RAIL1420,Canada,37.4,DBFOM,2035.8,12,2.9,23,729
RAIL1421,Canada,40.4,DBFOM,124.4,36,0.6,0,793
RAIL1422,Africa,92.0,DBFOM,12.0,24,4.2,0,710
RAIL1423,Europe,24.9,DBFOM,2647.3,35,7.1,20,790
RAIL1424,Africa,33.4,Alliance,954.9,37,2.0,11,726
RAIL1425,Canada,28.6,Design-Bid-Build,1099.8,48,-2.3,12,621
RAIL1426,Europe,11.1,Design-Bid-Build,1681.8,60,-4.3,17,778
RAIL1427,Canada,59.7,Design-Bid-Build,351.1,71,4.3,4,667
RAIL1428,Europe,65.8,PPP,87.3,15,-0.3,0,838
RAIL1429,Europe,60.1,Alliance,1140.4,10,6.3,4,993
RAIL1430,Australia,64.7,Design-Bid-Build,2149.3,18,3.1,23,657
RAIL1431,USA,48.8,EPC,175.6,69,-1.4,1,855
RAIL1432,Asia,48.7,PPP,834.5,15,-1.3,6,752
RAIL1433,Europe,62.7,PPP,500.9,48,2.5,6,736
